Date,AAD.DE,ADS.DE,ADV.DE,AFX.DE,AIR.DE,ALV.DE,ARL.DE,BAS.DE,BAYN.DE,BC8.DE,BDT.DE,BEI.DE,BMW.DE,BOSS.DE,BVB.DE,BYW6.DE,CBK.DE,COK.DE,COM.DE,CON.DE,DAI.DE,DB1.DE,DBK.DE,DEQ.DE,DEZ.DE,DLG.DE,DPW.DE,DRI.DE,DTE.DE,DUE.DE,EOAN.DE,EVD.DE,EVT.DE,FIE.DE,FME.DE,FNTN.DE,FRA.DE,FRE.DE,G1A.DE,GBF.DE,GFT.DE,GIL.DE,GLJ.DE,GMM.DE,GSC1.DE,HEI.DE,HEN3.DE,HNR1.DE,HOT.DE,IFX.DE,INH.DE,JEN.DE,JUN3.DE,KRN.DE,KU2.DE,LEO.DE,LHA.DE,LIN.DE,LPK.DE,LXS.DE,MAN.DE,MLP.DE,MOR.DE,MRK.DE,MUV2.DE,NDA.DE,NEM.DE,PFV.DE,PUM.DE,QIA.DE,QSC.DE,RAA.DE,RHK.DE,RWE.DE,SAP.DE,SBS.DE,SDF.DE,SGL.DE,SIE.DE,SIX2.DE,SKB.DE,SPR.DE,SZG.DE,SZU.DE,TEG.DE,TKA.DE,TTK.DE,UTDI.DE
2017-02-14,7133,411384,317211,82601,96839,926973,343695,1220713,1207532,43550,54779,195546,1196841,262286,71785,11587,12161512,96164,33490,363363,2865966,69056,9651025,173025,252272,280843,1983326,114427,7733289,288036,9158050,83787,1068308,103916,504354,413273,111921,942810,424641,1004532,277305,18071,68517,101095,13693,1748173,377400,111558,53162,3093639,24589,356089,87133,59163,22954,421893,2867915,0,56726,203210,67009,141859,89875,306278,393212,373891,716484,42016,93430,406863,190445,4089,128922,6121365,1428333,7918,636685,694163,1327040,42427,20736,102463,136328,423602,314643,1936486,18377,306583
2017-02-15,16818,450100,615611,77420,77774,1123805,362276,1819991,1423954,35268,19119,195857,1047116,311807,142094,22312,16751003,150414,30232,390356,3341348,73089,16075386,155746,436999,268622,2028070,346212,8009188,300742,8495661,71434,1231176,145174,430312,311653,204388,719610,829649,479080,243802,38905,171969,49247,20491,782360,355063,110480,51893,4589925,37277,233465,187573,63578,23739,286349,6969810,0,35762,260208,65412,189759,92255,429277,603312,234324,203034,59603,49480,461455,340252,4068,146833,4383424,1396309,12904,743214,326111,2126647,41938,40656,96850,150242,325398,390047,1921054,31090,363783
2017-02-16,8977,572259,270683,84682,121304,1421054,186999,1668655,1635932,29826,21753,281890,1230592,1524961,86367,25926,11015419,77262,21476,312701,2687252,103967,7993134,171685,379565,306609,2721620,105628,7361569,245400,8469225,181260,763416,167988,459861,245623,122428,916351,586614,348142,135711,34425,85623,20912,3799,759901,438444,123109,71059,5199539,26906,150224,230385,50983,13521,241706,8387813,0,26472,333616,79552,173787,86151,600083,456475,264688,187677,23360,58620,451974,127639,4008,130638,3761774,1456154,13246,816319,415484,1893279,40174,25849,124036,168423,294817,361185,1744598,72298,242720
2017-02-17,9336,678885,364528,60583,119215,3374519,226441,1997092,2085503,31356,22608,727878,1300475,796345,142444,11914,14062412,151358,22636,346682,3585859,114537,16373153,150006,260854,520000,2554244,136775,8055998,335350,9265519,254912,1057393,100926,810364,247081,159716,959110,528633,195184,94563,19877,98934,23407,6860,657514,904931,167272,54095,4809299,47165,119569,115589,40567,20706,185028,4716406,0,24487,197230,63523,140352,102253,539307,545391,240001,150051,49629,40680,401277,181440,7623,179386,4284466,1834661,10799,1107635,353188,2206023,36557,28805,122812,165468,258351,541079,2664072,58113,363709
2017-02-20,9498,329148,238782,37014,166111,1544490,228314,1226412,1155217,11844,61046,427395,852443,353399,208199,7308,6258968,144850,25578,152499,1863790,45303,6259868,86025,320404,227170,1310632,88633,12507363,180878,7151697,142214,877264,63684,447860,381403,109165,660962,252674,257866,91244,25791,35397,34174,7068,334454,503983,89421,24390,2418537,36210,73083,105473,86364,21582,152127,2228885,0,38816,194925,32692,134416,67391,241084,245743,168403,179058,51114,29060,219427,104665,7201,69614,3319793,1143729,7674,706658,291814,1025927,50295,16614,83831,101388,204150,184277,1064991,50744,296033
2017-02-21,6801,521084,358571,46070,191138,1814879,207232,1715267,2293337,32478,47740,427239,1408494,492107,139636,9798,11286033,177902,24530,340602,4034785,73825,8810514,125107,398608,687539,1947812,95867,7532966,333486,8934462,105925,742800,104761,852850,348610,165830,1407151,512343,300551,81520,19886,46056,53469,3518,895437,361245,92533,58789,4402304,26161,119397,134266,97760,16342,124917,4060032,0,138054,226977,72457,1100720,226033,406343,373910,193008,128778,40260,48050,400801,418294,5720,59479,3491450,2016614,3801,966494,287937,3074438,60445,131996,159589,113033,224037,458321,1906730,63058,569319
2017-02-22,5952,683490,410351,77619,341281,1922537,378571,1963390,3434369,62120,32253,658739,1203491,527775,122543,10938,13767516,215578,10733,279964,3713552,56613,8155333,148397,678870,415154,2624477,528519,10205335,278794,8137318,107976,790243,94268,1404102,411252,168475,1764785,529168,353127,168716,19230,37380,72640,9814,813360,671032,119906,48147,3522842,53898,101706,169298,47765,13001,168828,3658464,0,159351,233228,81427,358500,240454,553833,569081,250876,154188,39018,30570,522263,342954,4886,98517,9499356,2086913,6004,712281,363788,2349090,81776,48149,149730,218661,193485,705676,6454674,26215,581327
2017-02-23,11878,356447,2115622,81945,294991,1474615,918001,1686238,2668283,40608,37309,396951,1199782,455896,105265,25086,10514042,160150,14569,407027,3245974,42568,8846954,102702,354251,1505803,2345417,310350,6228761,914580,6321485,62131,892852,93724,613523,367566,201440,1041003,806334,237036,135269,24670,37194,48786,6621,747569,639812,165881,66836,4263042,43391,149146,127600,38636,8218,176080,3036692,0,91079,397653,69123,310819,151483,364721,404962,217893,270936,58882,32800,415955,312200,5409,122838,5344147,1683979,7985,853607,439015,1525197,52175,50384,150761,168399,183823,704103,3222852,46878,355894
2017-02-24,9775,533288,725973,101294,185137,1832887,600480,5211660,2549942,76338,36620,458733,1920210,395302,169095,15328,19729037,162218,30946,475563,4054394,69505,11513942,110758,576497,798655,2692058,127211,8992785,798712,9719907,143345,1289163,185890,798760,346125,202537,1357012,652522,346621,148573,47938,61674,68135,16161,777944,689733,165015,70796,5754600,36238,150995,228810,59169,9052,338879,4248641,0,110219,494075,76159,385847,179509,620156,629718,301682,271872,55833,23340,422803,970231,5881,626355,4342806,2269939,7061,1594761,593634,2212938,55527,66919,196651,528405,451756,379092,3349736,44270,616952
2017-02-27,7117,884916,999856,62655,87126,1050300,544102,1940104,1421986,37842,15296,330625,950395,300436,80906,9316,7418311,64294,20309,198237,2183060,347544,7596475,112565,310968,500003,1638012,73342,6027204,412964,12374970,114626,817122,99468,439396,281735,108737,732624,426907,236055,147074,20651,24384,30873,3835,692934,422870,74071,41770,3189770,22764,130258,81029,51206,7631,132735,2992489,0,27594,265694,67533,209477,122079,258281,262651,159014,129474,24911,54380,223642,391916,4941,504375,2655654,1352713,9983,819211,438636,1077533,18227,27474,104950,189534,193755,257045,2403180,26232,314631
2017-02-28,15080,774756,672790,67440,82978,1436575,513817,2199495,1824067,43416,37965,456522,1107265,815753,66495,11490,9716395,75628,38597,441031,2962506,119083,9987452,159656,306576,439349,2381604,119914,6784860,369324,8110142,108698,651255,138435,611700,287621,264833,942560,533363,210938,140428,23140,51579,52995,5638,730818,463459,105329,177762,5700253,31438,102896,98622,51217,12159,113542,3328716,0,48224,288154,91661,136434,91571,439453,509350,176727,123960,40023,35510,810932,181132,2945,352332,3676329,1450047,9482,1613525,298123,1564158,23900,18371,224381,400997,185107,399605,2050196,33730,421632
2017-03-01,9935,669074,701266,86753,187727,1680378,649575,2446735,2431583,48452,42964,412000,2033028,751011,126027,10313,18424484,93522,19532,564113,4507628,123124,22858641,136589,385473,397722,3087438,119892,10104600,371290,11900542,98082,728212,124789,617274,363957,246477,1135109,877709,309687,226117,34840,40728,26851,20420,857399,496631,134075,104242,5433825,34735,308012,121851,72067,15156,195176,5075817,0,64586,334442,84601,156481,206849,513460,468266,239878,146616,44291,64960,344880,460515,6907,307705,4796115,2297321,8113,1184660,1109107,2298492,53431,38225,169678,336643,276894,317183,1994217,53171,580235
2017-03-02,8765,654543,543440,49863,78304,1156221,383353,2881313,1516264,39900,20855,304319,1122990,387904,129516,8069,13782972,79684,13634,533383,2117284,62362,11323873,136437,296526,358499,2451002,145216,12964486,281612,11291216,53867,727612,113899,543709,396335,195572,787487,617929,186346,1050819,22062,28290,47406,14581,641448,373586,97219,71198,2513061,32248,178087,99738,144603,12901,94520,3142074,0,74707,283512,116168,141420,91385,404589,358541,253626,117180,25563,36200,316720,270891,6267,213134,3155733,2023432,4861,819353,501681,1401228,114234,31445,160516,217038,211366,588695,1917068,34395,313384
2017-03-03,2173,609704,454014,40800,140815,1246267,341947,2274339,1709985,56206,24638,325952,1017310,226650,82795,35856,25111611,86948,12748,444770,2848354,52887,22456295,144146,199257,273678,2975949,90504,9917207,291662,11062627,57324,635767,98798,559003,1038737,188612,854958,471704,297941,613419,20736,35043,27920,5942,471002,466498,79108,70224,2404618,28642,101742,82105,100232,15497,77546,3314217,0,47206,269454,105592,69237,397337,428182,449163,565064,177465,17271,36340,414760,254953,3782,169981,4360577,1787365,13012,953714,341958,1467056,39277,42337,172060,186258,157860,227685,2420940,25026,237425
2017-03-06,8732,612986,440645,46510,86389,1204346,261190,1623964,1314076,32476,8460,327828,1025674,253651,79438,11629,14714212,73624,19385,343972,2375157,87509,41502435,124398,154952,474546,1942049,58503,7034725,281532,9031030,89833,694890,73294,452182,650965,128468,566138,378030,212183,204982,16127,29166,24791,7645,293653,404600,89340,46484,3073623,29213,87864,78727,51085,21017,98148,2423292,0,51464,310695,61584,163313,312473,322306,428838,260804,244227,18369,14420,574859,964750,5819,163108,2794869,1323498,7160,622909,314191,1602489,56903,20365,160934,166434,151281,210241,2996366,26476,247489
2017-03-07,3239,650204,899122,61925,87690,1172721,194877,1858203,1539962,40802,15675,386788,1025264,360585,126019,22267,8717200,74410,20088,357549,3603173,75720,18167110,194134,280990,465871,1904436,75077,5584565,274520,15116696,70210,1838787,58731,573351,363128,111262,869446,397963,143660,252331,20544,25161,34644,11250,331749,348442,78113,69572,2224514,40934,121182,118063,45159,12801,103401,3062131,0,46912,252499,32656,55709,280034,376751,391208,247790,205893,41678,26940,489162,776925,3031,175179,3615745,1738492,7667,987673,251773,1240695,49654,38491,161750,122090,197904,988312,1664978,34787,303134
2017-03-08,6622,3362506,500258,45111,80364,1431446,268011,1421783,1655085,40928,9843,749843,1105107,388535,142031,16679,11400913,77978,15257,329845,2718989,124359,16977468,528494,299849,342400,6794237,75244,6148677,211456,21653884,87227,1215835,89951,445977,359555,87341,845173,374408,136101,170992,16011,25407,39753,9390,410797,392776,156966,51772,3419579,32412,156141,118199,39438,10082,213912,4724929,0,103303,247544,40692,76892,162204,334640,571940,312628,147645,68603,59660,420409,439821,3111,169250,4193046,1978133,8631,832563,462731,1596645,44692,22305,141466,178896,360750,478130,1826297,32527,522333
2017-03-09,10159,1400718,410138,43988,80702,1599153,210636,2035708,1529140,34610,16453,446414,4196289,614400,200292,10760,15969417,69102,11223,410168,4270719,77008,14742254,437223,171215,577071,3972852,90967,8593109,369038,19595742,66807,882861,178826,663979,450991,107508,909182,507775,184995,168252,11740,19614,30878,7347,433185,351195,183144,68877,3606611,27516,146364,109333,54023,11516,288126,6595310,0,38810,370957,58705,72085,420954,1137844,492487,309604,176958,30757,38710,279303,537668,5498,137344,4400927,1744405,14034,2520474,352529,1508879,30095,29163,291226,241842,161670,421294,2412928,25959,393764
2017-03-10,4487,792790,305804,38518,86163,1735582,302100,2565178,1818535,43410,13682,330742,2433446,329876,129421,10828,29910840,277886,13310,339478,3780512,84166,19573754,362459,217555,393837,2984448,161937,6333211,346894,13326866,112442,2595077,107570,476498,512982,162574,852978,797906,134872,124065,18473,26550,34885,15386,397490,265782,116873,65126,3598208,25789,275041,75081,44015,10361,232357,4241881,0,66810,283857,42705,52550,294114,568859,480896,269041,209616,42884,25840,371991,850960,4558,258987,3920398,2191734,11098,1016130,311089,1836235,40577,38960,226415,166170,163625,300363,2402079,38606,324702
2017-03-13,4500,708576,351121,44803,102397,1079905,304980,1626037,1447315,22832,17115,254290,1681567,361209,88755,4301,14898551,85584,21949,356906,4338355,59420,9459407,304254,221262,287720,2700962,137464,6517990,150526,10148631,66932,1850558,175232,364576,392931,123215,755906,558363,229938,162444,14351,29226,47192,6753,337623,286429,144208,56930,5334519,33980,321402,28418,42389,6950,183638,3676349,0,61771,294917,48301,131739,150113,382944,535184,146884,252909,16621,54800,256843,650356,5562,165894,3189501,1369409,6539,1016659,310556,1407923,50668,62500,153547,141300,187815,405207,2649227,26750,310752
2017-03-14,4109,1000932,544166,60420,84941,1404939,372510,1869226,1527424,56996,13438,359426,2201982,364200,120972,7623,14695866,76494,10359,382452,3593623,47000,10764390,238155,231012,275224,2464095,110576,5992871,352472,22605809,58356,1194221,65701,509793,506095,130130,724891,485267,207708,148991,21882,54954,41149,6235,419492,284406,128517,100410,4697520,36078,140769,56630,39084,3519,165863,4009893,0,126971,370039,35231,167522,116969,503878,656798,219425,154587,46022,39810,380134,367191,7481,170226,18741753,1920535,59680,896025,274595,1670066,42210,24289,179857,190952,204741,448738,2114327,25539,248230
2017-03-15,7769,751624,373981,60324,110021,1201693,199694,1757622,1345045,46306,15707,280310,2002514,322495,58434,5473,13533541,76356,14833,608133,3728131,38851,9225063,209082,233052,301975,2193088,60137,4655338,278202,35037024,85431,949881,52706,477716,332562,115683,681283,584270,357377,366398,13251,22551,30053,6419,518055,276999,165462,68395,3073450,36259,109023,87062,41864,4145,98826,6424691,0,51261,1275976,39864,92365,111125,397733,947396,217673,229734,105286,34420,436726,818739,5016,130369,7058544,1530074,49022,1225912,243601,1359115,95999,13366,127243,146922,182898,355549,2111090,16726,275327
2017-03-16,5012,1125453,476430,55799,194102,1584450,375495,3295927,2148439,120942,13838,388742,1804195,405308,105141,9415,20368611,131804,13375,598661,3802716,46666,14789986,261755,332186,329636,4411121,206281,10096966,263220,19074472,68540,973145,65266,890170,427070,341857,1037443,523862,304749,153483,12323,36474,29942,3147,1472995,466162,153883,78044,4737418,33554,137738,100349,30665,11189,286988,12474779,0,51788,593165,49977,132640,186589,677388,742006,302440,200799,44381,54250,1041914,455624,5734,104160,5468926,2663513,32259,5540438,490025,2348123,52802,28592,184485,181247,362022,741331,2796648,37207,370960
2017-03-17,4054,895017,503025,90109,390348,3100677,387793,4603731,4154262,113824,7945,427195,3108440,836817,444946,20812,28578879,131508,16651,593261,6108214,87574,21291766,706271,266308,425471,7748643,358015,15320088,290394,47839725,202362,3477758,136696,949577,828075,608638,2143905,1062365,472821,91225,19708,57090,35459,10136,1124362,571747,277106,88824,5425901,42453,187231,111211,55919,5891,219220,9934890,0,22193,694416,100621,178814,204274,595760,1085579,293239,238956,51039,71150,812508,336947,7423,209777,6323754,6288779,91898,2787174,441656,5902356,30069,16422,392321,269751,409806,708837,3395782,80127,632749
2017-03-20,4803,446196,361750,97572,87871,863505,223166,1524049,1013200,57308,119419,266531,2016318,950361,164290,15752,12610212,106500,9817,241416,2189035,121854,53239762,129417,473365,195414,2319901,138985,5430025,146094,14494303,51292,769580,74603,415793,377178,282417,627540,503156,323698,186607,18608,30660,33550,8583,330746,256829,109229,47340,2676230,40963,176641,133140,37486,25379,136985,4235319,0,20425,541187,57859,384440,152459,215060,445381,171288,263955,27901,46570,325143,234088,5903,75422,3158279,1779645,30089,1574733,450062,1298627,24833,26225,188804,172071,187322,234110,1249564,19210,420593
2017-03-21,5073,656873,438925,56906,93101,1286073,370039,1950094,1813530,45458,60205,337986,2667179,409481,285199,9757,13528209,199030,21173,453063,4258882,79043,41242880,152410,735107,309642,3235113,94093,7945084,383024,24136519,60391,1163147,73296,1742190,354453,282892,1714045,588796,215876,147632,16620,53979,47612,7227,681043,362335,155039,63788,4280630,23382,137341,106150,38666,19313,145414,6112499,0,27953,655369,94812,395088,186757,419184,1017664,272763,158442,53021,44280,422863,267711,6545,95227,4182345,2013551,16603,1292223,1910646,1842012,35909,37578,164615,255590,241857,463623,2513884,27795,552562
2017-03-22,5843,747970,627821,670349,130966,1394193,297384,2212207,1880956,80048,34966,518173,1645875,361284,186242,21099,13090803,167190,28538,355892,5906975,133411,18641823,231696,398691,274918,2901471,173343,7086220,279100,25728721,79678,1055282,140830,820100,364465,321111,977594,651185,313832,99962,15418,61614,49257,5023,667060,381953,136547,81573,4613596,35240,386689,144972,91996,14545,175498,5800818,0,68302,606446,85857,122292,332757,408378,605866,394875,194226,32465,25730,282016,301172,6845,103842,2944524,1889334,16207,1930993,813942,2289393,96974,58310,201093,265140,163446,358111,2288038,39995,649207
2017-03-23,3662,567642,302345,169971,64979,1486121,375884,1757609,1550386,50422,13951,232463,1391640,273694,234948,6600,13114912,75390,17616,407404,3346746,87696,16960623,124916,421158,278219,2666688,168390,6577905,198532,10744019,75859,564985,134790,680879,323168,187766,737590,623922,184564,75855,12931,45666,28221,12680,526548,364533,127297,64567,3323875,31838,214727,334964,51701,7476,774048,5870923,0,38089,390859,33261,217988,152514,307943,626116,250672,155484,56042,24000,313761,214064,19355,81326,4521036,1828465,6829,1332626,466605,1719600,53201,54325,172218,264523,279380,269101,2116520,42022,704257
2017-03-24,3925,421676,743924,210926,52688,1691779,278367,2026974,1633811,94216,22142,249694,1565883,340385,184222,8262,11403397,74706,4117,452042,3071494,62805,13218175,111867,725422,445763,2244684,403654,6825834,247712,14770906,125947,582329,106097,511326,284784,197086,732944,899629,182379,102403,17175,21054,36659,8433,638002,306978,82438,46618,15474444,23336,181695,153675,49445,6362,694463,3082806,0,9476,336439,36609,98396,182546,732760,529309,388220,99654,43381,64250,329297,152881,8597,79319,5570948,1426279,12277,946972,327309,1586880,121021,30827,134691,212266,179756,295896,1621121,26038,1258762
2017-03-27,7314,624775,249711,191515,69370,1325611,307586,1788573,1468564,56660,13974,235928,1424345,255998,152341,18314,10253328,238728,40066,320733,3767968,70982,14769361,159188,324513,337490,2528446,192908,6950603,203114,13601249,113356,706683,62864,453500,444820,156531,929009,629352,204221,85423,23512,26214,49363,11127,614697,330210,114259,66008,6836706,110320,146776,183395,53922,14756,549552,5269231,0,29607,433675,93325,117243,158074,396944,457927,409025,54258,40723,38360,290665,121606,8838,104226,3986366,2362049,12409,1344321,609180,1471324,34192,43214,167190,545155,181805,300240,2984489,39883,784515
2017-03-28,3149,503175,398888,115075,115186,1075442,339420,1594134,2082819,45714,25313,346297,1719210,267563,109276,6750,15757685,225080,18981,544119,4251826,64034,16644258,163557,359758,252792,2494486,253510,6359296,208942,15912006,171418,2983172,61972,504254,364916,203302,862274,439225,197405,62496,28387,37251,23117,15316,569747,323836,81107,101832,4613372,45483,198268,198962,64591,10765,405235,3229356,0,13704,471992,61816,135965,174675,334307,725835,219680,145527,69088,37540,253634,103966,9730,112072,5271823,1754223,20720,1151651,757179,1472894,28781,26984,146799,322319,185192,453522,2194439,33669,489011
2017-03-29,7917,375436,196811,335406,106095,1212251,348322,1720123,1215621,50614,17623,326713,1708850,274512,71150,10279,22777133,178720,16523,420510,7223056,156427,21406434,208861,320142,361433,1945296,278628,8048842,325586,10928460,133952,1703733,72944,480540,444009,183617,863508,624559,160069,65031,17372,41610,86037,13961,552680,395007,101728,81894,6117902,61491,161159,81757,42617,20876,362307,2560307,0,30491,393768,32067,84721,172069,266171,478859,269569,122532,115172,34320,419308,156653,5901,73142,4525584,1520672,15120,1041370,814578,1658299,38909,42784,129704,337470,247215,380854,1463455,21736,1111390
2017-03-30,4795,394414,232630,189201,77162,1041173,503886,1879131,1149078,30546,35966,210112,1577509,259388,85796,33389,17589064,161192,11651,455061,4964191,130597,15261303,142319,306797,407517,2524754,215738,8678618,257528,10921616,84225,1489869,70137,402068,321171,112562,696516,430379,128592,74433,14710,75525,67643,8500,439745,255180,99642,66003,3499187,76293,153367,119450,58663,11964,317091,3269268,0,25226,506630,41098,119525,136002,387126,555909,200441,206151,40474,23050,247946,172564,7532,135771,4261769,1331151,5987,847222,742645,1489630,25556,30583,110524,232025,191780,271549,1491524,17781,624559
2017-03-31,6605,565648,214946,95382,161303,1746486,564742,3005235,2631641,40892,25630,410433,1474396,478520,118048,8449,14599018,112934,6351,376755,4244276,186664,18777799,222686,346996,245761,3046463,94647,13003156,273318,17352669,170354,1498038,107491,495413,380154,204010,1129111,860668,210617,77614,15457,31320,37451,10379,666849,443571,139207,65810,3638021,27500,272369,107126,70257,15047,495329,4413989,0,24151,535475,139622,70438,136046,406346,676589,477586,950352,29205,29890,265629,375230,10216,97913,8005550,2883122,10383,1789001,920764,2466316,27965,58188,247976,294384,310114,652156,2043149,17441,812602
2017-04-03,9615,455509,327237,127973,95995,1563400,320238,1883310,1433968,72642,18276,339512,1636969,393119,69000,7699,9078736,161462,17933,323375,3856661,727685,20079171,145002,355854,680073,3096370,176788,7217907,326118,12432014,98656,1999330,97606,540159,382949,141253,924047,798244,223947,71376,21855,38574,55485,6873,470710,455623,117700,60950,4622782,31760,339031,71650,86152,17833,600434,2867561,0,49262,347194,88138,280205,174883,360072,472853,445619,389544,35251,45740,261563,453954,5409,105030,4278325,1934464,5218,1485991,645920,1498712,32069,26918,173703,319569,456580,298149,2392650,51680,465371
2017-04-04,6076,520198,433737,193156,80693,1338235,473298,1600319,1531227,37896,15904,269093,2170607,415271,121955,13271,12144774,169756,11958,395336,4776608,1422519,48469234,183782,379980,697285,2158054,148551,6026978,239274,11596800,99448,1409087,66858,610713,234582,196036,739012,473339,295056,55012,20229,99510,50162,4820,323894,477677,95496,65544,4186740,30011,245952,113375,45290,18703,345363,3589515,0,8207,459164,46499,313994,127574,257056,458650,269229,196767,39308,47500,299147,419335,5801,108369,3348959,1759802,4051,920291,402490,1525459,48184,26672,132148,226703,1962014,362494,2404590,20435,424513
2017-04-05,3360,513493,281912,156005,69675,1304770,635775,1617801,1841897,23660,20248,343939,1656950,333171,100230,19411,13331553,140928,41655,452392,3625677,552438,16120796,254384,242409,440145,2549651,59459,8040313,264188,12337319,115489,2635180,60457,744237,450620,196167,910615,674565,185424,68684,24131,52629,117984,5534,566367,449409,134645,69138,4088791,18444,135019,122385,48898,10691,225066,2587984,0,15077,402938,44253,448131,164961,385940,469812,268546,180984,31412,37020,434788,143896,6919,97498,3264087,1784150,8826,980861,438452,1648107,27010,15830,204707,280656,1391327,343583,2064990,30136,400319
2017-04-06,5556,478895,342029,96794,112450,1473407,383633,1503967,1295099,63170,22346,275111,1710527,284956,102629,13164,11015302,193258,18326,332200,3517576,491996,12053731,120738,209760,257101,2149064,135148,6763283,319780,10164535,180585,1722373,68914,522959,1418069,365508,804249,1042275,152666,114216,12805,45090,101175,6178,461397,491414,151125,73662,3741054,22618,104284,94802,34670,5090,321876,3863900,0,57613,452043,47544,191451,132812,361688,490340,158272,132243,17712,39810,435160,135075,8900,102487,3891940,1776356,6920,952892,350184,1309361,36134,25618,197842,208419,775195,210533,2212236,26011,312608
2017-04-07,4319,514932,273173,81255,92884,1250073,253317,1628814,1374151,60008,9492,274792,1218307,244060,87420,10287,7622653,81396,12213,297029,3326080,571070,14724734,104390,223726,291828,2724329,93634,7216313,202542,9557643,252772,1435786,52797,444678,677432,370183,833057,635538,156756,98987,13594,27573,44337,7366,483484,384019,113386,62641,3324585,20628,128796,77401,39124,3834,239039,3866912,0,207036,307195,42392,151756,486290,456514,541597,121461,115371,32560,55700,247291,233946,6930,96707,2821123,1661034,8207,687819,296070,1551357,30828,50009,127207,184896,351481,259490,2224169,40365,433079
2017-04-10,5938,270234,190934,62297,97467,812197,206471,1385941,1188139,53244,12645,263326,1143207,278702,103055,13119,8040331,55086,9637,221514,2146075,422694,10854133,268637,720207,296116,2120782,144242,4623506,180762,5788704,173232,1630365,92492,507964,391241,170587,840244,471180,121305,159262,14729,20091,80648,3328,295797,462381,67245,47596,2913719,25578,187385,70365,36089,8179,226500,5064059,0,169914,268202,57593,115063,158182,292188,377455,140899,128871,22032,113300,199074,52375,4009,151392,2176208,1099103,9665,782443,340212,1066008,19863,41128,97658,342508,333759,252102,1774020,19036,306426
2017-04-11,4064,475036,335336,107817,113199,1605446,427861,2450404,1969718,65602,15727,297185,1506405,363882,152822,47138,10894655,53772,13409,353290,3178707,487900,14240750,105445,388376,7991031,2498239,168690,7423466,165374,8169606,125766,1222774,86867,461989,711981,416881,978375,501742,186059,102418,20556,52887,67557,7470,426016,488523,96365,79619,5019209,19211,136179,116472,72059,8276,289729,8626077,0,83479,292903,52563,227510,179704,337373,592546,163951,117237,23452,115750,245168,796611,5354,140621,2751083,1641591,9459,1890847,547624,1926335,39275,30943,112820,501976,348005,196929,2068551,25364,365563
2017-04-12,5901,501507,253360,158278,125418,1209708,332773,1712789,1496077,61228,11164,276516,1829069,314624,323897,20597,10285511,58746,8080,359635,4865249,472173,14880424,160959,259267,1800432,2127976,128853,7312474,137852,7721497,90478,1079036,72364,612951,801979,390829,638538,595036,224776,96374,21758,40512,149869,19058,499573,388062,80741,45447,4051842,16299,70444,151062,61954,2903,221280,3253981,0,37363,329741,60987,110585,120562,275515,408127,197149,126831,23716,248350,302028,300309,3032,250197,2484283,1818735,4463,966605,501627,1492340,17577,17917,162239,394189,527016,299850,2359418,23887,313499
2017-04-13,4852,518083,252400,88416,152157,1062212,368588,1902921,1833357,35448,12218,289895,1383419,243194,290445,18394,11292705,104938,9864,334374,3047867,394982,14396891,159170,251317,1108108,2106600,74484,7399781,162888,6917993,79047,825482,51194,625557,573935,256671,769923,393334,253578,40318,10096,26646,125639,12907,327081,289844,105366,55401,3098012,18222,71802,84926,36814,10469,179697,6851267,0,77057,259614,42928,156044,104265,286436,525773,163713,106044,30389,138290,213077,256443,2937,85284,2140881,2229929,4806,751769,391402,1434994,29871,18279,107866,287390,269528,198494,1482238,35199,281165
2017-04-18,9237,502509,310571,133057,191809,1391254,369690,2040608,2121803,57682,10437,345720,1617270,326061,150747,23486,12194065,76422,18184,328402,5004779,494167,17591014,170012,482971,977486,2180769,147280,7307626,226118,11449732,82528,974694,76712,569988,550080,230106,855546,612816,128734,83414,54304,93984,67974,2848,485684,322604,104260,61289,3474704,18148,109087,80832,41957,12108,410303,4374747,0,84469,503736,53242,211505,179334,351194,511510,161528,133671,33505,112330,377345,238056,6137,101216,3046176,1787616,9313,1153057,359404,1409709,38071,18795,184622,435888,350739,421122,2945556,53623,360440
2017-04-19,9547,391724,470041,92722,76096,1115268,316263,1933494,1737534,79522,13146,428726,2118830,555099,129696,25702,13497325,78528,6942,314330,2853244,345595,12391238,139510,255927,930791,2065948,66675,7065685,352220,13022034,102808,723650,64354,386009,457837,234478,749044,989776,190956,52091,13150,48483,141205,4657,409494,384932,127881,60573,3740188,24077,147822,69153,33687,7643,245905,5019443,0,118418,349012,59046,107013,166124,262083,521543,130263,152382,24506,77800,344494,118620,5398,61471,3736260,1416947,10093,842986,360251,1375031,26696,23333,221388,376943,269259,261144,2902164,76515,290575
2017-04-20,7940,615875,270405,223621,143730,1220130,701125,2330043,1522363,51952,16446,407966,2432624,318989,211893,40811,10349880,158578,9082,312146,3296020,355708,14412043,246560,172346,526828,2795255,62978,8376146,292406,13038922,56901,837314,145183,663134,362924,216675,843107,2028972,105088,24151,30197,34194,63604,5410,661962,478154,99237,42709,3752882,11276,106911,64424,50609,5427,219287,3991792,0,76675,343636,45143,165402,83007,230467,573957,162620,119094,25986,46250,196082,50892,2840,90696,2788083,1566696,9859,722864,256612,1706338,20661,14648,179734,528517,229086,298545,2584021,17265,349964
